COUNTRY	INDUSTRY	YEAR	Nominal Value Added	Real Value Added	Employment	Total Hours	Total Labor Cost	National Currency per US dollar	Consumer Price Index (2010=100)	
AUS	16-18	1958						1.121	7.518	
AUS	16-18	1959						1.121	7.674	
AUS	16-18	1960						1.121	7.960	
AUS	16-18	1961						1.121	8.143	
AUS	16-18	1962						1.121	8.117	
AUS	16-18	1963						1.121	8.169	
AUS	16-18	1964						1.121	8.403	
AUS	16-18	1965						1.121	8.689	
AUS	16-18	1966						1.121	8.975	
AUS	16-18	1967						1.121	9.287	
AUS	16-18	1968						1.121	9.521	
AUS	16-18	1969						1.121	9.834	
AUS	16-18	1970						1.121	10.172	
AUS	16-18	1971						1.134	10.796	
AUS	16-18	1972						1.193	11.446	
AUS	16-18	1973						1.423	12.487	
AUS	16-18	1974						1.437	14.412	
AUS	16-18	1975						1.310	16.597	
AUS	16-18	1976						1.223	18.809	
AUS	16-18	1977		"6,812"				1.110	21.124	
AUS	16-18	1978		"6,934"				1.145	22.815	
AUS	16-18	1979		"7,162"				1.119	24.896	
AUS	16-18	1980		"7,353"				1.140	27.419	
AUS	16-18	1981		"7,477"				1.149	30.021	
AUS	16-18	1982		"7,173"				1.017	33.429	
AUS	16-18	1983		"6,940"				0.902	36.785	
AUS	16-18	1984		"7,253"				0.880	38.241	
AUS	16-18	1985		"7,744"				0.701	40.817	
AUS	16-18	1986		"7,890"				0.671	44.511	
AUS	16-18	1987		"7,986"				0.701	48.309	
AUS	16-18	1988		"8,567"				0.784	51.795	
AUS	16-18	1989		"8,289"				0.792	55.697	
AUS	16-18	1990		"7,502"				0.781	59.781	
AUS	16-18	1991		"7,274"		239		0.779	61.681	
AUS	16-18	1992		"7,434"		252		0.735	62.305	
AUS	16-18	1993		"7,729"		250		0.680	63.398	
AUS	16-18	1994		"7,921"		270		0.732	64.646	
AUS	16-18	1995		"8,197"		270		0.741	67.638	
AUS	16-18	1996		"8,225"		256		0.783	69.407	
AUS	16-18	1997		"8,018"		259		0.744	69.563	
AUS	16-18	1998		"7,915"		258		0.629	70.161	
AUS	16-18	1999		"8,221"		277		0.645	71.202	
AUS	16-18	2000		"8,450"		281		0.582	74.376	
AUS	16-18	2001		"8,536"		263		0.518	77.653	
AUS	16-18	2002		"8,808"		272		0.544	79.969	
AUS	16-18	2003		"8,886"		270		0.652	82.154	
AUS	16-18	2004		"8,918"		265		0.737	84.079	
AUS	16-18	2005		"8,791"		246		0.764	86.342	
AUS	16-18	2006		"8,516"		242		0.753	89.412	
AUS	16-18	2007		"8,256"		241		0.839	91.493	
AUS	16-18	2008		"7,805"		239		0.855	95.473	
AUS	16-18	2009		"7,599"		216		0.791	97.164	
AUS	16-18	2010		"7,469"		210		0.919	100.000	
AUS	16-18	2011		"6,945"		201		1.032	103.304	
AUS	16-18	2012		"6,641"		194		1.036	105.125	
AUS	16-18	2013		"6,694"		197		0.968	107.700	
AUS	16-18	2014		"6,805"		198		0.903	110.380	
AUS	16-18	2015		"6,875"		182		0.753	112.045	
AUS	16-18	2016		"6,708"				0.744	113.476	
AUS	16-18	2017						0.767	115.687	
AUS	16-18	2018								
AUS	16	1950						1.120	4.553	
AUS	16	1951						1.121	5.437	
AUS	16	1952						1.121	6.374	
AUS	16	1953						1.121	6.660	
AUS	16	1954						1.121	6.764	
AUS	16	1955						1.121	6.868	
AUS	16	1956						1.121	7.258	
AUS	16	1957						1.121	7.466	
AUS	16	1958						1.121	7.518	
AUS	16	1959						1.121	7.674	
AUS	16	1960						1.121	7.960	
AUS	16	1961						1.121	8.143	
AUS	16	1962						1.121	8.117	
AUS	16	1963						1.121	8.169	
AUS	16	1964						1.121	8.403	
AUS	16	1965						1.121	8.689	
AUS	16	1966						1.121	8.975	
AUS	16	1967						1.121	9.287	
AUS	16	1968						1.121	9.521	
AUS	16	1969						1.121	9.834	
AUS	16	1970						1.121	10.172	
AUS	16	1971						1.134	10.796	
AUS	16	1972						1.193	11.446	
AUS	16	1973						1.423	12.487	
AUS	16	1974						1.437	14.412	
AUS	16	1975						1.310	16.597	
AUS	16	1976						1.223	18.809	
AUS	16	1977						1.110	21.124	
AUS	16	1978						1.145	22.815	
AUS	16	1979						1.119	24.896	
AUS	16	1980						1.140	27.419	
AUS	16	1981						1.149	30.021	
AUS	16	1982						1.017	33.429	
AUS	16	1983						0.902	36.785	
AUS	16	1984						0.880	38.241	
AUS	16	1985						0.701	40.817	
AUS	16	1986						0.671	44.511	
AUS	16	1987						0.701	48.309	
AUS	16	1988						0.784	51.795	
AUS	16	1989						0.792	55.697	
AUS	16	1990						0.781	59.781	
AUS	16	1991				93		0.779	61.681	
AUS	16	1992				103		0.735	62.305	
AUS	16	1993				102		0.680	63.398	
AUS	16	1994				99		0.732	64.646	
AUS	16	1995				95		0.741	67.638	
AUS	16	1996				83		0.783	69.407	
AUS	16	1997				82		0.744	69.563	
AUS	16	1998				83		0.629	70.161	
AUS	16	1999				94		0.645	71.202	
AUS	16	2000				104		0.582	74.376	
AUS	16	2001				98		0.518	77.653	
AUS	16	2002				106		0.544	79.969	
AUS	16	2003				109		0.652	82.154	
AUS	16	2004				111		0.737	84.079	
AUS	16	2005				104		0.764	86.342	
AUS	16	2006				100		0.753	89.412	
AUS	16	2007				98		0.839	91.493	
AUS	16	2008				90		0.855	95.473	
AUS	16	2009				81		0.791	97.164	
AUS	16	2010				79		0.919	100.000	
AUS	16	2011				76		1.032	103.304	
AUS	16	2012				77		1.036	105.125	
AUS	16	2013				88		0.968	107.700	
AUS	16	2014				96		0.903	110.380	
AUS	16	2015				82		0.753	112.045	
AUS	16	2016						0.744	113.476	
AUS	16	2017						0.767	115.687	
AUS	16	2018								
AUS	17	1950						1.120	4.553	
AUS	17	1951						1.121	5.437	
AUS	17	1952						1.121	6.374	
AUS	17	1953						1.121	6.660	
AUS	17	1954						1.121	6.764	
AUS	17	1955						1.121	6.868	
AUS	17	1956						1.121	7.258	
AUS	17	1957						1.121	7.466	
AUS	17	1958						1.121	7.518	
AUS	17	1959						1.121	7.674	
AUS	17	1960						1.121	7.960	
AUS	17	1961						1.121	8.143	
AUS	17	1962						1.121	8.117	
AUS	17	1963						1.121	8.169	
AUS	17	1964						1.121	8.403	
AUS	17	1965						1.121	8.689	
AUS	17	1966						1.121	8.975	
AUS	17	1967						1.121	9.287	
AUS	17	1968						1.121	9.521	
AUS	17	1969						1.121	9.834	
AUS	17	1970						1.121	10.172	
AUS	17	1971						1.134	10.796	
AUS	17	1972						1.193	11.446	
AUS	17	1973						1.423	12.487	
AUS	17	1974						1.437	14.412	
AUS	17	1975						1.310	16.597	
AUS	17	1976						1.223	18.809	
AUS	17	1977						1.110	21.124	
AUS	17	1978						1.145	22.815	
AUS	17	1979						1.119	24.896	
AUS	17	1980						1.140	27.419	
AUS	17	1981						1.149	30.021	
AUS	17	1982						1.017	33.429	
AUS	17	1983						0.902	36.785	
AUS	17	1984						0.880	38.241	
AUS	17	1985						0.701	40.817	
AUS	17	1986						0.671	44.511	
AUS	17	1987						0.701	48.309	
AUS	17	1988						0.784	51.795	
AUS	17	1989						0.792	55.697	
AUS	17	1990						0.781	59.781	
AUS	17	1991				48		0.779	61.681	
AUS	17	1992				47		0.735	62.305	
AUS	17	1993				48		0.680	63.398	
AUS	17	1994				58		0.732	64.646	
AUS	17	1995				57		0.741	67.638	
AUS	17	1996				52		0.783	69.407	
AUS	17	1997				53		0.744	69.563	
AUS	17	1998				55		0.629	70.161	
AUS	17	1999				55		0.645	71.202	
AUS	17	2000				58		0.582	74.376	
AUS	17	2001				56		0.518	77.653	
AUS	17	2002				51		0.544	79.969	
AUS	17	2003				48		0.652	82.154	
AUS	17	2004				44		0.737	84.079	
AUS	17	2005				46		0.764	86.342	
AUS	17	2006				46		0.753	89.412	
AUS	17	2007				38		0.839	91.493	
AUS	17	2008				38		0.855	95.473	
AUS	17	2009				36		0.791	97.164	
AUS	17	2010				37		0.919	100.000	
AUS	17	2011				36		1.032	103.304	
AUS	17	2012				30		1.036	105.125	
AUS	17	2013				30		0.968	107.700	
AUS	17	2014				30		0.903	110.380	
AUS	17	2015				27		0.753	112.045	
AUS	17	2016						0.744	113.476	
AUS	17	2017						0.767	115.687	
AUS	17	2018								
AUS	18	1950						1.120	4.553	
AUS	18	1951						1.121	5.437	
AUS	18	1952						1.121	6.374	
AUS	18	1953						1.121	6.660	
AUS	18	1954						1.121	6.764	
AUS	18	1955						1.121	6.868	
AUS	18	1956						1.121	7.258	
AUS	18	1957						1.121	7.466	
AUS	18	1958						1.121	7.518	
AUS	18	1959						1.121	7.674	
AUS	18	1960						1.121	7.960	
AUS	18	1961						1.121	8.143	
AUS	18	1962						1.121	8.117	
AUS	18	1963						1.121	8.169	
AUS	18	1964						1.121	8.403	
AUS	18	1965						1.121	8.689	
AUS	18	1966						1.121	8.975	
AUS	18	1967						1.121	9.287	
AUS	18	1968						1.121	9.521	
AUS	18	1969						1.121	9.834	
AUS	18	1970						1.121	10.172	
AUS	18	1971						1.134	10.796	
AUS	18	1972						1.193	11.446	
AUS	18	1973						1.423	12.487	
AUS	18	1974						1.437	14.412	
AUS	18	1975						1.310	16.597	
AUS	18	1976						1.223	18.809	
AUS	18	1977		"1,951"				1.110	21.124	
AUS	18	1978		"2,006"				1.145	22.815	
AUS	18	1979		"2,143"				1.119	24.896	
AUS	18	1980		"2,259"				1.140	27.419	
AUS	18	1981		"2,331"				1.149	30.021	
AUS	18	1982		"2,307"				1.017	33.429	
AUS	18	1983		"2,303"				0.902	36.785	
AUS	18	1984		"2,479"				0.880	38.241	
AUS	18	1985		"2,598"				0.701	40.817	
AUS	18	1986		"2,649"				0.671	44.511	
AUS	18	1987		"2,831"				0.701	48.309	
AUS	18	1988		"3,031"				0.784	51.795	
AUS	18	1989		"3,136"				0.792	55.697	
AUS	18	1990		"3,137"				0.781	59.781	
AUS	18	1991		"2,996"		98		0.779	61.681	
AUS	18	1992		"2,985"		102		0.735	62.305	
AUS	18	1993		"3,109"		101		0.680	63.398	
AUS	18	1994		"3,224"		113		0.732	64.646	
AUS	18	1995		"3,305"		118		0.741	67.638	
AUS	18	1996		"3,449"		121		0.783	69.407	
AUS	18	1997		"3,562"		124		0.744	69.563	
AUS	18	1998		"3,621"		120		0.629	70.161	
AUS	18	1999		"3,932"		127		0.645	71.202	
AUS	18	2000		"4,297"		119		0.582	74.376	
AUS	18	2001		"4,481"		109		0.518	77.653	
AUS	18	2002		"4,665"		115		0.544	79.969	
AUS	18	2003		"4,952"		112		0.652	82.154	
AUS	18	2004		"4,946"		109		0.737	84.079	
AUS	18	2005		"4,684"		96		0.764	86.342	
AUS	18	2006		"4,601"		96		0.753	89.412	
AUS	18	2007		"4,698"		105		0.839	91.493	
AUS	18	2008		"4,371"		112		0.855	95.473	
AUS	18	2009		"3,822"		99		0.791	97.164	
AUS	18	2010		"3,660"		93		0.919	100.000	
AUS	18	2011		"3,475"		89		1.032	103.304	
AUS	18	2012		"3,270"		87		1.036	105.125	
AUS	18	2013		"3,167"		79		0.968	107.700	
AUS	18	2014		"3,008"		71		0.903	110.380	
AUS	18	2015		"2,901"		73		0.753	112.045	
AUS	18	2016		"2,825"				0.744	113.476	
AUS	18	2017						0.767	115.687	
AUS	18	2018								
AUS	19	1950						1.120	4.553	
AUS	19	1951						1.121	5.437	
AUS	19	1952						1.121	6.374	
AUS	19	1953						1.121	6.660	
AUS	19	1954						1.121	6.764	
AUS	19	1955						1.121	6.868	
AUS	19	1956						1.121	7.258	
AUS	19	1957						1.121	7.466	
AUS	19	1958						1.121	7.518	
AUS	19	1959						1.121	7.674	
AUS	19	1960						1.121	7.960	
AUS	19	1961						1.121	8.143	
AUS	19	1962						1.121	8.117	
AUS	19	1963						1.121	8.169	
AUS	19	1964						1.121	8.403	
AUS	19	1965						1.121	8.689	
AUS	19	1966						1.121	8.975	
AUS	19	1967						1.121	9.287	
AUS	19	1968						1.121	9.521	
AUS	19	1969						1.121	9.834	
AUS	19	1970						1.121	10.172	
AUS	19	1971						1.134	10.796	
AUS	19	1972						1.193	11.446	
AUS	19	1973						1.423	12.487	
AUS	19	1974						1.437	14.412	
AUS	19	1975						1.310	16.597	
AUS	19	1976						1.223	18.809	
AUS	19	1977						1.110	21.124	
AUS	19	1978						1.145	22.815	
AUS	19	1979						1.119	24.896	
AUS	19	1980						1.140	27.419	
AUS	19	1981						1.149	30.021	
AUS	19	1982						1.017	33.429	
AUS	19	1983						0.902	36.785	
AUS	19	1984						0.880	38.241	
AUS	19	1985						0.701	40.817	
AUS	19	1986						0.671	44.511	
AUS	19	1987						0.701	48.309	
AUS	19	1988						0.784	51.795	
AUS	19	1989						0.792	55.697	
AUS	19	1990						0.781	59.781	
AUS	19	1991				20		0.779	61.681	
AUS	19	1992				18		0.735	62.305	
AUS	19	1993				15		0.680	63.398	
AUS	19	1994				14		0.732	64.646	
AUS	19	1995				16		0.741	67.638	
AUS	19	1996				20		0.783	69.407	
AUS	19	1997				16		0.744	69.563	
AUS	19	1998				12		0.629	70.161	
AUS	19	1999				16		0.645	71.202	
AUS	19	2000				21		0.582	74.376	
AUS	19	2001				22		0.518	77.653	
AUS	19	2002				20		0.544	79.969	
AUS	19	2003				17		0.652	82.154	
AUS	19	2004				19		0.737	84.079	
AUS	19	2005				21		0.764	86.342	
AUS	19	2006				15		0.753	89.412	
AUS	19	2007				15		0.839	91.493	
AUS	19	2008				17		0.855	95.473	
AUS	19	2009				12		0.791	97.164	
AUS	19	2010				16		0.919	100.000	
AUS	19	2011				23		1.032	103.304	
AUS	19	2012				22		1.036	105.125	
AUS	19	2013				18		0.968	107.700	
AUS	19	2014				20		0.903	110.380	
AUS	19	2015				17		0.753	112.045	
AUS	19	2016						0.744	113.476	
AUS	19	2017						0.767	115.687	
AUS	19	2018								
AUS	20-21	1950						1.120	4.553	
AUS	20-21	1951						1.121	5.437	
AUS	20-21	1952						1.121	6.374	
AUS	20-21	1953						1.121	6.660	
AUS	20-21	1954						1.121	6.764	
AUS	20-21	1955						1.121	6.868	
AUS	20-21	1956						1.121	7.258	
AUS	20-21	1957						1.121	7.466	
AUS	20-21	1958						1.121	7.518	
AUS	20-21	1959						1.121	7.674	
AUS	20-21	1960						1.121	7.960	
AUS	20-21	1961						1.121	8.143	
AUS	20-21	1962						1.121	8.117	
AUS	20-21	1963						1.121	8.169	
AUS	20-21	1964						1.121	8.403	
AUS	20-21	1965						1.121	8.689	
AUS	20-21	1966						1.121	8.975	
AUS	20-21	1967						1.121	9.287	
AUS	20-21	1968						1.121	9.521	
AUS	20-21	1969						1.121	9.834	
AUS	20-21	1970						1.121	10.172	
AUS	20-21	1971						1.134	10.796	
AUS	20-21	1972						1.193	11.446	
AUS	20-21	1973						1.423	12.487	
AUS	20-21	1974						1.437	14.412	
AUS	20-21	1975						1.310	16.597	
AUS	20-21	1976						1.223	18.809	
AUS	20-21	1977						1.110	21.124	
AUS	20-21	1978						1.145	22.815	
AUS	20-21	1979						1.119	24.896	
AUS	20-21	1980						1.140	27.419	
AUS	20-21	1981						1.149	30.021	
AUS	20-21	1982						1.017	33.429	
AUS	20-21	1983						0.902	36.785	
AUS	20-21	1984						0.880	38.241	
AUS	20-21	1985						0.701	40.817	
AUS	20-21	1986						0.671	44.511	
AUS	20-21	1987						0.701	48.309	
AUS	20-21	1988						0.784	51.795	
AUS	20-21	1989						0.792	55.697	
AUS	20-21	1990						0.781	59.781	
AUS	20-21	1991				81		0.779	61.681	
AUS	20-21	1992				88		0.735	62.305	
AUS	20-21	1993				90		0.680	63.398	
AUS	20-21	1994				96		0.732	64.646	
AUS	20-21	1995				93		0.741	67.638	
AUS	20-21	1996				94		0.783	69.407	
AUS	20-21	1997				99		0.744	69.563	
AUS	20-21	1998				97		0.629	70.161	
AUS	20-21	1999				96		0.645	71.202	
AUS	20-21	2000				96		0.582	74.376	
AUS	20-21	2001				102		0.518	77.653	
AUS	20-21	2002				105		0.544	79.969	
AUS	20-21	2003				93		0.652	82.154	
AUS	20-21	2004				83		0.737	84.079	
AUS	20-21	2005				74		0.764	86.342	
AUS	20-21	2006				73		0.753	89.412	
AUS	20-21	2007				82		0.839	91.493	
AUS	20-21	2008				87		0.855	95.473	
AUS	20-21	2009				83		0.791	97.164	
AUS	20-21	2010				89		0.919	100.000	
AUS	20-21	2011				83		1.032	103.304	
AUS	20-21	2012				87		1.036	105.125	
AUS	20-21	2013				92		0.968	107.700	
AUS	20-21	2014				95		0.903	110.380	
AUS	20-21	2015				95		0.753	112.045	
AUS	20-21	2016						0.744	113.476	
AUS	20-21	2017						0.767	115.687	
AUS	20-21	2018								
AUS	20	1950						1.120	4.553	
AUS	20	1951						1.121	5.437	
AUS	20	1952						1.121	6.374	
AUS	20	1953						1.121	6.660	
AUS	20	1954						1.121	6.764	
AUS	20	1955						1.121	6.868	
AUS	20	1956						1.121	7.258	
AUS	20	1957						1.121	7.466	
AUS	20	1958						1.121	7.518	
AUS	20	1959						1.121	7.674	
AUS	20	1960						1.121	7.960	
AUS	20	1961						1.121	8.143	
AUS	20	1962						1.121	8.117	
AUS	20	1963						1.121	8.169	
AUS	20	1964						1.121	8.403	
AUS	20	1965						1.121	8.689	
AUS	20	1966						1.121	8.975	
AUS	20	1967						1.121	9.287	
AUS	20	1968						1.121	9.521	
AUS	20	1969						1.121	9.834	
AUS	20	1970						1.121	10.172	
AUS	20	1971						1.134	10.796	
AUS	20	1972						1.193	11.446	
AUS	20	1973						1.423	12.487	
AUS	20	1974						1.437	14.412	
AUS	20	1975						1.310	16.597	
AUS	20	1976						1.223	18.809	
AUS	20	1977						1.110	21.124	
AUS	20	1978						1.145	22.815	
AUS	20	1979						1.119	24.896	
AUS	20	1980						1.140	27.419	
AUS	20	1981						1.149	30.021	
AUS	20	1982						1.017	33.429	
AUS	20	1983						0.902	36.785	
AUS	20	1984						0.880	38.241	
AUS	20	1985						0.701	40.817	
AUS	20	1986						0.671	44.511	
AUS	20	1987						0.701	48.309	
AUS	20	1988						0.784	51.795	
AUS	20	1989						0.792	55.697	
AUS	20	1990						0.781	59.781	
AUS	20	1991				46		0.779	61.681	
AUS	20	1992				51		0.735	62.305	
AUS	20	1993				55		0.680	63.398	
AUS	20	1994				62		0.732	64.646	
AUS	20	1995				61		0.741	67.638	
AUS	20	1996				59		0.783	69.407	
AUS	20	1997				61		0.744	69.563	
AUS	20	1998				61		0.629	70.161	
AUS	20	1999				58		0.645	71.202	
AUS	20	2000				58		0.582	74.376	
AUS	20	2001				59		0.518	77.653	
AUS	20	2002				58		0.544	79.969	
AUS	20	2003				53		0.652	82.154	
AUS	20	2004				48		0.737	84.079	
AUS	20	2005				43		0.764	86.342	
AUS	20	2006				43		0.753	89.412	
AUS	20	2007				47		0.839	91.493	
AUS	20	2008				47		0.855	95.473	
AUS	20	2009				41		0.791	97.164	
AUS	20	2010				38		0.919	100.000	
AUS	20	2011				45		1.032	103.304	
AUS	20	2012				53		1.036	105.125	
AUS	20	2013				53		0.968	107.700	
AUS	20	2014				56		0.903	110.380	
AUS	20	2015				56		0.753	112.045	
AUS	20	2016						0.744	113.476	
AUS	20	2017						0.767	115.687	
AUS	20	2018								
AUS	21	1950						1.120	4.553	
AUS	21	1951						1.121	5.437	
AUS	21	1952						1.121	6.374	
AUS	21	1953						1.121	6.660	
AUS	21	1954						1.121	6.764	
AUS	21	1955						1.121	6.868	
AUS	21	1956						1.121	7.258	
AUS	21	1957						1.121	7.466	
AUS	21	1958						1.121	7.518	
AUS	21	1959						1.121	7.674	
AUS	21	1960						1.121	7.960	
AUS	21	1961						1.121	8.143	
AUS	21	1962						1.121	8.117	
AUS	21	1963						1.121	8.169	
AUS	21	1964						1.121	8.403	
AUS	21	1965						1.121	8.689	
AUS	21	1966						1.121	8.975	
AUS	21	1967						1.121	9.287	
AUS	21	1968						1.121	9.521	
AUS	21	1969						1.121	9.834	
AUS	21	1970						1.121	10.172	
AUS	21	1971						1.134	10.796	
AUS	21	1972						1.193	11.446	
AUS	21	1973						1.423	12.487	
AUS	21	1974						1.437	14.412	
AUS	21	1975						1.310	16.597	
AUS	21	1976						1.223	18.809	
AUS	21	1977						1.110	21.124	
AUS	21	1978						1.145	22.815	
AUS	21	1979						1.119	24.896	
AUS	21	1980						1.140	27.419	
AUS	21	1981						1.149	30.021	
AUS	21	1982						1.017	33.429	
AUS	21	1983						0.902	36.785	
AUS	21	1984						0.880	38.241	
AUS	21	1985						0.701	40.817	
AUS	21	1986						0.671	44.511	
AUS	21	1987						0.701	48.309	
AUS	21	1988						0.784	51.795	
AUS	21	1989						0.792	55.697	
AUS	21	1990						0.781	59.781	
AUS	21	1991				34		0.779	61.681	
AUS	21	1992				37		0.735	62.305	
AUS	21	1993				35		0.680	63.398	
AUS	21	1994				34		0.732	64.646	
AUS	21	1995				33		0.741	67.638	
AUS	21	1996				35		0.783	69.407	
AUS	21	1997				37		0.744	69.563	
AUS	21	1998				36		0.629	70.161	
AUS	21	1999				37		0.645	71.202	
AUS	21	2000				38		0.582	74.376	
AUS	21	2001				43		0.518	77.653	
AUS	21	2002				47		0.544	79.969	
AUS	21	2003				40		0.652	82.154	
AUS	21	2004				35		0.737	84.079	
AUS	21	2005				32		0.764	86.342	
AUS	21	2006				30		0.753	89.412	
AUS	21	2007				35		0.839	91.493	
AUS	21	2008				40		0.855	95.473	
AUS	21	2009				43		0.791	97.164	
AUS	21	2010				50		0.919	100.000	
AUS	21	2011				38		1.032	103.304	
AUS	21	2012				34		1.036	105.125	
AUS	21	2013				39		0.968	107.700	
AUS	21	2014				38		0.903	110.380	
AUS	21	2015				39		0.753	112.045	
AUS	21	2016						0.744	113.476	
AUS	21	2017						0.767	115.687	
AUS	21	2018								
AUS	22-23	1950						1.120	4.553	
AUS	22-23	1951						1.121	5.437	
AUS	22-23	1952						1.121	6.374	
AUS	22-23	1953						1.121	6.660	
AUS	22-23	1954						1.121	6.764	
AUS	22-23	1955						1.121	6.868	
AUS	22-23	1956						1.121	7.258	
AUS	22-23	1957						1.121	7.466	
AUS	22-23	1958						1.121	7.518	
AUS	22-23	1959						1.121	7.674	
AUS	22-23	1960						1.121	7.960	
AUS	22-23	1961						1.121	8.143	
AUS	22-23	1962						1.121	8.117	
AUS	22-23	1963						1.121	8.169	
AUS	22-23	1964						1.121	8.403	
AUS	22-23	1965						1.121	8.689	
AUS	22-23	1966						1.121	8.975	
AUS	22-23	1967						1.121	9.287	
AUS	22-23	1968						1.121	9.521	
AUS	22-23	1969						1.121	9.834	
AUS	22-23	1970						1.121	10.172	
AUS	22-23	1971						1.134	10.796	
AUS	22-23	1972						1.193	11.446	
AUS	22-23	1973						1.423	12.487	
AUS	22-23	1974						1.437	14.412	
AUS	22-23	1975						1.310	16.597	
AUS	22-23	1976						1.223	18.809	
AUS	22-23	1977		"3,045"				1.110	21.124	
AUS	22-23	1978		"3,087"				1.145	22.815	
AUS	22-23	1979		"3,232"				1.119	24.896	
AUS	22-23	1980		"3,377"				1.140	27.419	
AUS	22-23	1981		"3,459"				1.149	30.021	
AUS	22-23	1982		"3,255"				1.017	33.429	
AUS	22-23	1983		"3,020"				0.902	36.785	
AUS	22-23	1984		"3,150"				0.880	38.241	
AUS	22-23	1985		"3,422"				0.701	40.817	
AUS	22-23	1986		"3,487"				0.671	44.511	
AUS	22-23	1987		"3,485"				0.701	48.309	
AUS	22-23	1988		"3,782"				0.784	51.795	
AUS	22-23	1989		"3,952"				0.792	55.697	
AUS	22-23	1990		"3,721"				0.781	59.781	
AUS	22-23	1991		"3,485"		211		0.779	61.681	
AUS	22-23	1992		"3,578"		212		0.735	62.305	
AUS	22-23	1993		"3,759"		209		0.680	63.398	
AUS	22-23	1994		"3,800"		217		0.732	64.646	
AUS	22-23	1995		"3,677"		204		0.741	67.638	
AUS	22-23	1996		"3,574"		186		0.783	69.407	
AUS	22-23	1997		"3,661"		194		0.744	69.563	
AUS	22-23	1998		"3,868"		191		0.629	70.161	
AUS	22-23	1999		"4,126"		198		0.645	71.202	
AUS	22-23	2000		"4,281"		207		0.582	74.376	
AUS	22-23	2001		"4,489"		192		0.518	77.653	
AUS	22-23	2002		"4,813"		190		0.544	79.969	
AUS	22-23	2003		"5,073"		184		0.652	82.154	
AUS	22-23	2004		"5,292"		175		0.737	84.079	
AUS	22-23	2005		"5,716"		168		0.764	86.342	
AUS	22-23	2006		"6,102"		167		0.753	89.412	
AUS	22-23	2007		"6,316"		169		0.839	91.493	
AUS	22-23	2008		"6,461"		167		0.855	95.473	
AUS	22-23	2009		"6,422"		148		0.791	97.164	
AUS	22-23	2010		"6,333"		146		0.919	100.000	
AUS	22-23	2011		"6,129"		147		1.032	103.304	
AUS	22-23	2012		"5,846"		150		1.036	105.125	
AUS	22-23	2013		"5,759"		129		0.968	107.700	
AUS	22-23	2014		"6,031"		118		0.903	110.380	
AUS	22-23	2015		"6,235"		126		0.753	112.045	
AUS	22-23	2016		"6,187"				0.744	113.476	
AUS	22-23	2017						0.767	115.687	
AUS	22-23	2018								
AUS	22	1950						1.120	4.553	
AUS	22	1951						1.121	5.437	
AUS	22	1952						1.121	6.374	
AUS	22	1953						1.121	6.660	
AUS	22	1954						1.121	6.764	
AUS	22	1955						1.121	6.868	
AUS	22	1956						1.121	7.258	
AUS	22	1957						1.121	7.466	
AUS	22	1958						1.121	7.518	
AUS	22	1959						1.121	7.674	
AUS	22	1960						1.121	7.960	
AUS	22	1961						1.121	8.143	
AUS	22	1962						1.121	8.117	
AUS	22	1963						1.121	8.169	
AUS	22	1964						1.121	8.403	
AUS	22	1965						1.121	8.689	
AUS	22	1966						1.121	8.975	
AUS	22	1967						1.121	9.287	
AUS	22	1968						1.121	9.521	
AUS	22	1969						1.121	9.834	
AUS	22	1970						1.121	10.172	
AUS	22	1971						1.134	10.796	
AUS	22	1972						1.193	11.446	
AUS	22	1973						1.423	12.487	
AUS	22	1974						1.437	14.412	
AUS	22	1975						1.310	16.597	
AUS	22	1976						1.223	18.809	
AUS	22	1977						1.110	21.124	
AUS	22	1978						1.145	22.815	
AUS	22	1979						1.119	24.896	
AUS	22	1980						1.140	27.419	
AUS	22	1981						1.149	30.021	
AUS	22	1982						1.017	33.429	
AUS	22	1983						0.902	36.785	
AUS	22	1984						0.880	38.241	
AUS	22	1985						0.701	40.817	
AUS	22	1986						0.671	44.511	
AUS	22	1987						0.701	48.309	
AUS	22	1988						0.784	51.795	
AUS	22	1989						0.792	55.697	
AUS	22	1990						0.781	59.781	
AUS	22	1991				103		0.779	61.681	
AUS	22	1992				109		0.735	62.305	
AUS	22	1993				106		0.680	63.398	
AUS	22	1994				99		0.732	64.646	
AUS	22	1995				94		0.741	67.638	
AUS	22	1996				95		0.783	69.407	
AUS	22	1997				98		0.744	69.563	
AUS	22	1998				93		0.629	70.161	
AUS	22	1999				102		0.645	71.202	
AUS	22	2000				111		0.582	74.376	
