CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
USA.1.0.0.0.UTVN;United States;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd USD;43.401;44.954;48.109;51.152;54.540;57.702;59.262;64.126;72.233;79.322;86.636;95.818;101.292;111.990;121.595;130.798;141.263;152.564;161.962;171.570;190.530;224.171;225.916;241.977;268.708;286.773;298.478;317.263;344.963;371.439;397.996;429.603;453.287;466.445;512.725;523.092;545.520;577.806;603.105;628.376;662.716;668.980;718.634;756.559;821.712;881.527;945.573;982.245;997.183;968.471;1007.266;1043.716;1078.078;1128.943;1182.744;1217.961;1249.888;1306.438;1398.416;1459.390;773.261;1148.415;1608.603;1746.361                                                                                                                                                                                                                                                                                                    
EU27.1.0.0.0.UYVT;European Union;02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145.9969;147.8548;140.9320;144.9882;149.7220;150.0150;152.6537;156.9188;157.7586;156.8328;159.2484;167.4541;172.3089;179.8579;201.4286;202.8039;203.7087;203.6916;208.6967;222.8115;228.3695;235.8038;232.7991;244.4298;256.2225;417.9679;436.6308;350.4189;310.1340                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
EU15.1.0.0.0.UYVT;European Union (15 countries);02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;142.9895;144.3203;150.7306;149.6197;149.6162;152.2410;145.3770;148.2887;153.4828;154.4245;157.2137;163.6846;164.7004;161.6872;163.2099;170.6314;174.2194;176.2043;197.9540;197.9032;196.0881;196.8574;198.7857;214.4296;224.7374;230.7679;229.9435;242.9120;255.6856;499.6134;482.5796;353.7730;317.9443                                                                                                                                                                                                                                                                                                                                                                                                                                 
EA19.1.0.0.0.UYVT;Euro area;02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;129.4023;130.7618;124.9743;129.4575;133.8287;134.5220;137.4364;140.9376;141.2587;138.4444;138.5483;143.8543;147.4994;152.7471;174.6682;174.1438;172.3686;170.9900;174.7478;188.5910;194.5147;199.7864;197.6927;208.3520;218.8265;347.5970;382.2611;302.6549;264.6859                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
EA12.1.0.0.0.UYVT;Euro area (12 countries);02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;122.4060;121.8829;129.3057;127.6921;128.1146;129.5113;123.5189;128.1007;132.5191;133.1238;136.0549;139.6194;139.7305;136.4794;136.4557;141.3958;144.6829;149.1381;171.1034;170.3996;168.7907;167.2516;170.6251;184.5775;190.6529;195.8860;193.5793;204.0408;214.3771;338.7610;374.3611;295.6050;258.9241                                                                                                                                                                                                                                                                                                                                                                                                                                      
DU15.1.0.0.0.UYVT;EU15 (including D_W West-Germany);02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;7.0042;7.6370;9.0715;9.9701;11.9554;14.7310;15.3409;15.8116;16.9302;19.3246;22.8210;28.0910;36.2228;41.1862;48.4921;55.7692;65.8105;74.5713;85.5122;88.1566;95.2258;105.2878;109.1087;117.2646;120.4140;122.4490;122.5475;124.7841;132.6799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DA12.1.0.0.0.UYVT;EA12 (including D_W West-Germany);02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd ECU/EUR, Standard aggregation;3.6175;3.9669;4.6161;5.1240;5.8823;7.1591;7.6195;8.1040;10.6366;10.7424;10.8955;12.1529;14.5811;17.5594;19.9520;27.2270;32.1439;38.0531;43.3422;48.5581;54.7070;59.9773;67.6611;74.4920;85.0931;88.9332;99.2113;103.3156;104.3577;104.2996;105.4027;112.0964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BEL.1.0.0.0.UYVT;Belgium;02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd EURO-BEF;0.22576;0.24311;0.26623;0.31042;0.33284;0.42593;0.54732;0.54285;0.67573;0.75153;0.83505;1.01664;1.28067;1.57292;1.60942;1.96258;2.49030;2.93155;3.26732;3.73735;3.51258;3.74944;3.74783;4.28903;4.74731;4.60073;4.66636;4.32345;4.40843;3.78456;4.32058;4.78197;4.47361;4.54224;4.49422;4.60050;4.93700;4.51450;4.72810;4.99640;4.85940;5.09600;5.18200;5.95920;5.95120;7.85640;9.11630;10.39260;11.48160;11.84680;13.91420;15.10950;15.53000;16.04830;16.39090;16.68570;16.66290;16.88510;17.59340;18.59950;23.46550;21.99560;21.55173;21.73145                                                                                                                                                                                                                                                                                                                                  
BGR.1.0.0.0.UYVT;Bulgaria;02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.009450;0.014180;0.172350;0.442120;0.385410;0.278530;0.289410;0.286890;0.355450;0.389310;0.347910;0.373700;0.972250;1.329670;1.435610;1.492980;1.563820;1.910980;2.650080;2.793370;2.949800;3.373010;3.390470;4.389780;4.929220;6.116930;7.373780;7.358610;6.317516                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
CZE.1.0.0.0.UYVT;Czechia;02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.2260;34.1010;34.8570;34.8390;42.8650;51.8080;54.2850;52.3550;57.8190;49.4110;59.1500;57.8980;65.8830;70.6150;74.2320;77.3840;92.6600;97.5320;119.2310;122.8090;126.0770;136.7550;136.5960;141.0300;141.6230;151.7720;161.9460;211.0000;236.9880;200.8139;191.1029                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DNK.1.0.0.0.UYVT;Denmark;02 Taxes linked to imports and production and subsidies, total economy;Subsidies: total economy ;Mrd DKK;0.28995;1.19104;1.35703;1.42602;1.45835;1.33763;1.71812;1.96399;2.37797;2.80730;3.11109;3.96805;4.58703;5.70003;7.35865;5.95977;7.78336;9.43674;10.75427;11.70073;12.30346;12.77960;15.27637;17.46042;19.31111;19.09378;20.80832;21.57696;26.29282;27.59610;29.20614;28.26049;34.32132;34.85414;35.94544;33.53638;34.57933;33.74786;36.49260;37.60038;35.35743;35.68898;38.32339;38.06957;38.57175;38.11828;38.56482;41.15279;39.67929;45.74648;44.09118;46.26189;48.29334;48.78395;48.49580;48.13155;45.10558;45.21295;45.51324;44.42609;80.52483;69.55505;44.24724;41.91466                                                                                                                                                                                                                                                                                                          
