			"IFERROR(INDEX('A00 VaN'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaN'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaN'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 VaR'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaR'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaR'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 EmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 EmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 EmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 HrA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 HrA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 HrA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 CmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 CmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 CmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 XR'!$C$5:$BS$45,MATCH($A4,'A00 XR'!$A$5:$A$45,0),MATCH($C4,'A00 XR'!$C$4:$BS$4,0)),"""")"	"IFERROR(INDEX('A00 CPI'!$C$5:$BS$45,MATCH($A4,'A00 CPI'!$A$5:$A$45,0),MATCH($C4,'A00 CPI'!$C$4:$BS$4,0)),"""")"
AUS	13	2004			20		"1,158"	0.737	84.079
AUS	13	2005			21		"1,107"	0.764	86.342
AUS	13	2006			21		"1,111"	0.753	89.412
AUS	13	2007	"1,375"	"1,392"	21		"1,083"	0.839	91.493
AUS	13	2008	"1,486"	"1,489"	21		"1,094"	0.855	95.473
AUS	13	2009	"1,438"	"1,392"	20		"1,146"	0.791	97.164
AUS	13	2010	"1,504"	"1,663"	20		"1,000"	0.919	100.000
AUS	13	2011	"1,453"	"1,633"	19		969	1.032	103.304
AUS	13	2012	"1,424"	"1,594"	19		980	1.036	105.125
AUS	13	2013	"1,353"	"1,521"	17		956	0.968	107.700
AUS	13	2014	"1,305"	"1,478"	17		931	0.903	110.380
AUS	13	2015	"1,299"	"1,428"	16		905	0.753	112.045
AUS	13	2016	"1,247"	"1,292"	16		919	0.744	113.476
AUS	13	2017	"1,298"	"1,330"	18		909	0.767	115.687
AUS	13	2018	"1,271"	"1,315"	17		887	0.748	117.898
AUS	14	1950						1.120	4.553
AUS	14	1951						1.121	5.437
AUS	14	1952						1.121	6.374
AUS	14	1953						1.121	6.660
AUS	14	1954						1.121	6.764
AUS	14	1955						1.121	6.868
AUS	14	1956						1.121	7.258
AUS	14	1957						1.121	7.466
AUS	14	1958						1.121	7.518
AUS	14	1959						1.121	7.674
AUS	14	1960						1.121	7.960
AUS	14	1961						1.121	8.143
AUS	14	1962						1.121	8.117
AUS	14	1963						1.121	8.169
AUS	14	1964						1.121	8.403
AUS	14	1965						1.121	8.689
AUS	14	1966						1.121	8.975
AUS	14	1967						1.121	9.287
AUS	14	1968						1.121	9.521
AUS	14	1969						1.121	9.834
AUS	14	1970						1.121	10.172
AUS	14	1971						1.134	10.796
AUS	14	1972						1.193	11.446
AUS	14	1973						1.423	12.487
AUS	14	1974						1.437	14.412
AUS	14	1975						1.310	16.597
AUS	14	1976						1.223	18.809
AUS	14	1977						1.110	21.124
AUS	14	1978						1.145	22.815
AUS	14	1979						1.119	24.896
AUS	14	1980						1.140	27.419
AUS	14	1981						1.149	30.021
AUS	14	1982						1.017	33.429
AUS	14	1983						0.902	36.785
AUS	14	1984						0.880	38.241
AUS	14	1985						0.701	40.817
AUS	14	1986						0.671	44.511
AUS	14	1987						0.701	48.309
AUS	14	1988						0.784	51.795
AUS	14	1989						0.792	55.697
AUS	14	1990						0.781	59.781
AUS	14	1991						0.779	61.681
AUS	14	1992						0.735	62.305
AUS	14	1993						0.680	63.398
AUS	14	1994						0.732	64.646
AUS	14	1995			26		"1,202"	0.741	67.638
AUS	14	1996			26		"1,202"	0.783	69.407
AUS	14	1997			26		"1,271"	0.744	69.563
AUS	14	1998			26		"1,270"	0.629	70.161
AUS	14	1999			25		"1,204"	0.645	71.202
AUS	14	2000			24		"1,111"	0.582	74.376
AUS	14	2001			24		"1,034"	0.518	77.653
AUS	14	2002			23		"1,016"	0.544	79.969
AUS	14	2003			23		"1,036"	0.652	82.154
AUS	14	2004			22		994	0.737	84.079
AUS	14	2005			23		950	0.764	86.342
AUS	14	2006			23		954	0.753	89.412
AUS	14	2007	"1,255"	"1,590"	23		929	0.839	91.493
AUS	14	2008	"1,356"	"1,715"	23		939	0.855	95.473
AUS	14	2009	"1,312"	"1,504"	22		983	0.791	97.164
AUS	14	2010	"1,373"	"1,535"	22		858	0.919	100.000
AUS	14	2011	"1,326"	"1,506"	21		832	1.032	103.304
AUS	14	2012	"1,293"	"1,426"	21		834	1.036	105.125
AUS	14	2013	"1,216"	"1,317"	20		840	0.968	107.700
AUS	14	2014	"1,145"	"1,228"	20		805	0.903	110.380
AUS	14	2015	"1,248"	"1,308"	20		814	0.753	112.045
AUS	14	2016	"1,096"	"1,122"	18		765	0.744	113.476
AUS	14	2017	"1,053"	"1,078"	19		740	0.767	115.687
AUS	14	2018	"1,081"	"1,137"	17		715	0.748	117.898
AUS	15	1950						1.120	4.553
AUS	15	1951						1.121	5.437
AUS	15	1952						1.121	6.374
AUS	15	1953						1.121	6.660
AUS	15	1954						1.121	6.764
AUS	15	1955						1.121	6.868
AUS	15	1956						1.121	7.258
AUS	15	1957						1.121	7.466
AUS	15	1958						1.121	7.518
AUS	15	1959						1.121	7.674
AUS	15	1960						1.121	7.960
AUS	15	1961						1.121	8.143
AUS	15	1962						1.121	8.117
AUS	15	1963						1.121	8.169
AUS	15	1964						1.121	8.403
AUS	15	1965						1.121	8.689
AUS	15	1966						1.121	8.975
AUS	15	1967						1.121	9.287
AUS	15	1968						1.121	9.521
AUS	15	1969						1.121	9.834
AUS	15	1970						1.121	10.172
AUS	15	1971						1.134	10.796
AUS	15	1972						1.193	11.446
AUS	15	1973						1.423	12.487
AUS	15	1974						1.437	14.412
AUS	15	1975						1.310	16.597
AUS	15	1976						1.223	18.809
AUS	15	1977						1.110	21.124
AUS	15	1978						1.145	22.815
AUS	15	1979						1.119	24.896
AUS	15	1980						1.140	27.419
AUS	15	1981						1.149	30.021
AUS	15	1982						1.017	33.429
AUS	15	1983						0.902	36.785
AUS	15	1984						0.880	38.241
AUS	15	1985						0.701	40.817
AUS	15	1986						0.671	44.511
AUS	15	1987						0.701	48.309
AUS	15	1988						0.784	51.795
AUS	15	1989						0.792	55.697
AUS	15	1990						0.781	59.781
AUS	15	1991						0.779	61.681
AUS	15	1992						0.735	62.305
AUS	15	1993						0.680	63.398
AUS	15	1994						0.732	64.646
AUS	15	1995			3		143	0.741	67.638
AUS	15	1996			3		143	0.783	69.407
AUS	15	1997			3		151	0.744	69.563
AUS	15	1998			3		151	0.629	70.161
AUS	15	1999			3		143	0.645	71.202
AUS	15	2000			3		132	0.582	74.376
AUS	15	2001			2		123	0.518	77.653
AUS	15	2002			2		121	0.544	79.969
AUS	15	2003			2		123	0.652	82.154
AUS	15	2004			2		118	0.737	84.079
AUS	15	2005			2		113	0.764	86.342
AUS	15	2006			2		114	0.753	89.412
AUS	15	2007	157	144	2		111	0.839	91.493
AUS	15	2008	169	161	2		112	0.855	95.473
AUS	15	2009	164	147	2		117	0.791	97.164
AUS	15	2010	171	205	2		102	0.919	100.000
AUS	15	2011	166	211	2		99	1.032	103.304
AUS	15	2012	166	204	2		115	1.036	105.125
AUS	15	2013	162	192	2		110	0.968	107.700
AUS	15	2014	184	209	2		116	0.903	110.380
AUS	15	2015	171	184	2		114	0.753	112.045
AUS	15	2016	140	152	2		82	0.744	113.476
AUS	15	2017	149	153	2		75	0.767	115.687
AUS	15	2018	157	175	2		76	0.748	117.898
AUS	16-18	1950						1.120	4.553
AUS	16-18	1951						1.121	5.437
AUS	16-18	1952						1.121	6.374
AUS	16-18	1953						1.121	6.660
AUS	16-18	1954						1.121	6.764
AUS	16-18	1955						1.121	6.868
AUS	16-18	1956						1.121	7.258
AUS	16-18	1957						1.121	7.466
AUS	16-18	1958						1.121	7.518
AUS	16-18	1959						1.121	7.674
AUS	16-18	1960						1.121	7.960
AUS	16-18	1961						1.121	8.143
AUS	16-18	1962						1.121	8.117
AUS	16-18	1963						1.121	8.169
AUS	16-18	1964						1.121	8.403
AUS	16-18	1965						1.121	8.689
AUS	16-18	1966						1.121	8.975
AUS	16-18	1967						1.121	9.287
AUS	16-18	1968						1.121	9.521
AUS	16-18	1969						1.121	9.834
AUS	16-18	1970						1.121	10.172
AUS	16-18	1971	669	"5,861"	145	258	601	1.134	10.796
AUS	16-18	1972	720	"5,971"	145	258	639	1.193	11.446
AUS	16-18	1973	810	"6,393"	145	258	686	1.423	12.487
AUS	16-18	1974	940	"6,737"	149	266	813	1.437	14.412
AUS	16-18	1975	"1,079"	"6,198"	139	248	991	1.310	16.597
AUS	16-18	1976	"1,253"	"6,068"	134	239	"1,119"	1.223	18.809
AUS	16-18	1977	"1,429"	"6,492"	133	237	"1,247"	1.110	21.124
AUS	16-18	1978	"1,551"	"6,933"	131	233	"1,350"	1.145	22.815
AUS	16-18	1979	"1,705"	"7,239"	131	233	"1,422"	1.119	24.896
AUS	16-18	1980	"1,851"	"7,566"	136	241	"1,636"	1.140	27.419
AUS	16-18	1981	"2,228"	"7,808"	137	243	"1,915"	1.149	30.021
AUS	16-18	1982	"2,572"	"7,983"	138	245	"2,193"	1.017	33.429
AUS	16-18	1983	"2,698"	"7,410"	131	232	"2,389"	0.902	36.785
AUS	16-18	1984	"3,101"	"7,755"	128	227	"2,571"	0.880	38.241
AUS	16-18	1985	"3,505"	"8,353"	133	235	"2,880"	0.701	40.817
AUS	16-18	1986	"3,921"	"8,697"	128	235	"3,174"	0.671	44.511
AUS	16-18	1987	"4,198"	"8,675"	132	242	"3,413"	0.701	48.309
AUS	16-18	1988	"4,282"	"9,291"	136	250	"3,475"	0.784	51.795
AUS	16-18	1989	"4,381"	"9,841"	144	261	"3,499"	0.792	55.697
AUS	16-18	1990	"4,449"	"9,118"	143	268	"3,790"	0.781	59.781
AUS	16-18	1991	"4,462"	"9,010"	139	250	"3,906"	0.779	61.681
AUS	16-18	1992	"4,887"	"9,021"	130	233	"3,982"	0.735	62.305
AUS	16-18	1993	"5,643"	"9,511"	139	253	"4,292"	0.680	63.398
AUS	16-18	1994	"5,689"	"9,519"	136	253	"4,401"	0.732	64.646
AUS	16-18	1995	"6,395"	"10,063"	140	262	"4,862"	0.741	67.638
AUS	16-18	1996	"6,808"	"10,384"	138	256	"4,960"	0.783	69.407
AUS	16-18	1997	"6,808"	"10,154"	137	252	"4,997"	0.744	69.563
AUS	16-18	1998	"6,866"	"10,253"	137	252	"5,367"	0.629	70.161
AUS	16-18	1999	"7,045"	"10,446"	130	241	"5,492"	0.645	71.202
AUS	16-18	2000	"7,692"	"11,022"	129	239	"5,663"	0.582	74.376
AUS	16-18	2001	"7,814"	"10,952"	124	231	"5,786"	0.518	77.653
AUS	16-18	2002	"8,366"	"11,275"	121	225	"5,830"	0.544	79.969
AUS	16-18	2003	"9,235"	"11,415"	122	228	"6,190"	0.652	82.154
AUS	16-18	2004	"9,969"	"11,660"	118	221	"6,352"	0.737	84.079
AUS	16-18	2005	"10,997"	"11,843"	120	226	"6,773"	0.764	86.342
AUS	16-18	2006	"11,363"	"11,853"	121	226	"6,798"	0.753	89.412
AUS	16-18	2007	"10,589"	"11,719"	120	224	"7,109"	0.839	91.493
AUS	16-18	2008	"11,474"	"12,729"	120	222	"7,584"	0.855	95.473
AUS	16-18	2009	"11,631"	"12,188"	118	219	"7,398"	0.791	97.164
AUS	16-18	2010	"11,683"	"12,213"	120	220	"7,294"	0.919	100.000
AUS	16-18	2011	"11,256"	"12,308"	113	208	"7,352"	1.032	103.304
AUS	16-18	2012	"10,363"	"11,324"	103	187	"7,351"	1.036	105.125
AUS	16-18	2013	"9,970"	"10,901"	101	185	"7,012"	0.968	107.700
AUS	16-18	2014	"10,137"	"10,926"	97	181	"7,040"	0.903	110.380
AUS	16-18	2015	"10,928"	"11,365"	96	178	"7,253"	0.753	112.045
AUS	16-18	2016	"10,387"	"10,576"	97	177	"7,302"	0.744	113.476
AUS	16-18	2017	"10,473"	"10,727"	96	176	"7,219"	0.767	115.687
AUS	16-18	2018	"10,837"	"10,884"	98	179	"7,458"	0.748	117.898
AUS	16	1950						1.120	4.553
AUS	16	1951						1.121	5.437
AUS	16	1952						1.121	6.374
AUS	16	1953						1.121	6.660
AUS	16	1954						1.121	6.764
AUS	16	1955						1.121	6.868
AUS	16	1956						1.121	7.258
AUS	16	1957						1.121	7.466
AUS	16	1958						1.121	7.518
AUS	16	1959						1.121	7.674
AUS	16	1960						1.121	7.960
AUS	16	1961						1.121	8.143
AUS	16	1962						1.121	8.117
AUS	16	1963						1.121	8.169
AUS	16	1964						1.121	8.403
AUS	16	1965						1.121	8.689
AUS	16	1966						1.121	8.975
AUS	16	1967						1.121	9.287
AUS	16	1968						1.121	9.521
AUS	16	1969						1.121	9.834
AUS	16	1970						1.121	10.172
AUS	16	1971						1.134	10.796
AUS	16	1972						1.193	11.446
AUS	16	1973						1.423	12.487
AUS	16	1974						1.437	14.412
AUS	16	1975						1.310	16.597
AUS	16	1976						1.223	18.809
AUS	16	1977						1.110	21.124
AUS	16	1978						1.145	22.815
AUS	16	1979						1.119	24.896
AUS	16	1980						1.140	27.419
AUS	16	1981						1.149	30.021
AUS	16	1982						1.017	33.429
AUS	16	1983						0.902	36.785
AUS	16	1984						0.880	38.241
AUS	16	1985						0.701	40.817
AUS	16	1986						0.671	44.511
AUS	16	1987						0.701	48.309
AUS	16	1988						0.784	51.795
AUS	16	1989						0.792	55.697
AUS	16	1990						0.781	59.781
AUS	16	1991						0.779	61.681
AUS	16	1992						0.735	62.305
AUS	16	1993						0.680	63.398
AUS	16	1994						0.732	64.646
AUS	16	1995			55	100	"1,777"	0.741	67.638
AUS	16	1996			54	99	"1,632"	0.783	69.407
AUS	16	1997			54	97	"1,758"	0.744	69.563
AUS	16	1998			53	98	"1,911"	0.629	70.161
AUS	16	1999			51	94	"1,851"	0.645	71.202
AUS	16	2000			50	92	"1,984"	0.582	74.376
AUS	16	2001			49	89	"2,001"	0.518	77.653
AUS	16	2002			48	87	"2,009"	0.544	79.969
AUS	16	2003			48	87	"2,251"	0.652	82.154
AUS	16	2004			46	86	"2,362"	0.737	84.079
AUS	16	2005			47	88	"2,459"	0.764	86.342
AUS	16	2006			47	89	"2,528"	0.753	89.412
AUS	16	2007	"3,954"	"5,284"	47	87	"2,644"	0.839	91.493
AUS	16	2008	"4,431"	"5,666"	47	87	"2,840"	0.855	95.473
AUS	16	2009	"4,301"	"5,100"	46	86	"2,657"	0.791	97.164
AUS	16	2010	"4,522"	"5,273"	48	86	"2,757"	0.919	100.000
AUS	16	2011	"4,231"	"4,963"	44	80	"2,651"	1.032	103.304
AUS	16	2012	"4,004"	"4,739"	44	79	"2,740"	1.036	105.125
AUS	16	2013	"3,619"	"4,147"	46	83	"2,625"	0.968	107.700
AUS	16	2014	"3,810"	"4,307"	42	77	"2,596"	0.903	110.380
AUS	16	2015	"3,887"	"4,217"	40	72	"2,794"	0.753	112.045
AUS	16	2016	"4,298"	"4,480"	44	80	"2,996"	0.744	113.476
AUS	16	2017	"4,241"	"4,344"	44	81	"3,005"	0.767	115.687
AUS	16	2018	"4,879"	"4,823"	44	81	"3,302"	0.748	117.898
AUS	17	1950						1.120	4.553
AUS	17	1951						1.121	5.437
AUS	17	1952						1.121	6.374
AUS	17	1953						1.121	6.660
AUS	17	1954						1.121	6.764
AUS	17	1955						1.121	6.868
AUS	17	1956						1.121	7.258
AUS	17	1957						1.121	7.466
AUS	17	1958						1.121	7.518
AUS	17	1959						1.121	7.674
AUS	17	1960						1.121	7.960
AUS	17	1961						1.121	8.143
AUS	17	1962						1.121	8.117
AUS	17	1963						1.121	8.169
AUS	17	1964						1.121	8.403
AUS	17	1965						1.121	8.689
AUS	17	1966						1.121	8.975
AUS	17	1967						1.121	9.287
AUS	17	1968						1.121	9.521
AUS	17	1969						1.121	9.834
AUS	17	1970						1.121	10.172
AUS	17	1971						1.134	10.796
AUS	17	1972						1.193	11.446
AUS	17	1973						1.423	12.487
AUS	17	1974						1.437	14.412
AUS	17	1975						1.310	16.597
AUS	17	1976						1.223	18.809
AUS	17	1977						1.110	21.124
AUS	17	1978						1.145	22.815
AUS	17	1979						1.119	24.896
AUS	17	1980						1.140	27.419
AUS	17	1981						1.149	30.021
AUS	17	1982						1.017	33.429
AUS	17	1983						0.902	36.785
AUS	17	1984						0.880	38.241
AUS	17	1985						0.701	40.817
AUS	17	1986						0.671	44.511
AUS	17	1987						0.701	48.309
AUS	17	1988						0.784	51.795
AUS	17	1989						0.792	55.697
AUS	17	1990						0.781	59.781
AUS	17	1991						0.779	61.681
AUS	17	1992						0.735	62.305
AUS	17	1993						0.680	63.398
AUS	17	1994						0.732	64.646
AUS	17	1995			25	54	"1,252"	0.741	67.638
AUS	17	1996			25	53	"1,355"	0.783	69.407
AUS	17	1997			24	52	"1,270"	0.744	69.563
AUS	17	1998			25	53	"1,368"	0.629	70.161
AUS	17	1999			24	50	"1,437"	0.645	71.202
AUS	17	2000			23	49	"1,439"	0.582	74.376
AUS	17	2001			22	48	"1,508"	0.518	77.653
AUS	17	2002			22	46	"1,516"	0.544	79.969
AUS	17	2003			22	47	"1,637"	0.652	82.154
AUS	17	2004			21	46	"1,647"	0.737	84.079
AUS	17	2005			22	47	"1,756"	0.764	86.342
AUS	17	2006			22	48	"1,750"	0.753	89.412
AUS	17	2007	"2,713"	"2,855"	22	47	"1,845"	0.839	91.493
AUS	17	2008	"2,958"	"3,162"	22	45	"1,896"	0.855	95.473
AUS	17	2009	"2,834"	"2,940"	21	45	"1,826"	0.791	97.164
AUS	17	2010	"2,828"	"2,813"	22	45	"1,800"	0.919	100.000
AUS	17	2011	"2,945"	"2,977"	20	43	"1,862"	1.032	103.304
AUS	17	2012	"2,506"	"2,606"	18	39	"1,830"	1.036	105.125
AUS	17	2013	"2,639"	"2,772"	17	37	"1,841"	0.968	107.700
AUS	17	2014	"2,860"	"3,032"	18	38	"1,891"	0.903	110.380
AUS	17	2015	"2,776"	"2,919"	17	37	"1,899"	0.753	112.045
AUS	17	2016	"2,578"	"2,629"	17	36	"1,901"	0.744	113.476
AUS	17	2017	"2,609"	"2,672"	16	33	"1,821"	0.767	115.687
AUS	17	2018	"2,747"	"2,796"	17	36	"1,868"	0.748	117.898
AUS	18	1950						1.120	4.553
AUS	18	1951						1.121	5.437
AUS	18	1952						1.121	6.374
AUS	18	1953						1.121	6.660
AUS	18	1954						1.121	6.764
AUS	18	1955						1.121	6.868
AUS	18	1956						1.121	7.258
AUS	18	1957						1.121	7.466
AUS	18	1958						1.121	7.518
AUS	18	1959						1.121	7.674
AUS	18	1960						1.121	7.960
AUS	18	1961						1.121	8.143
AUS	18	1962						1.121	8.117
AUS	18	1963						1.121	8.169
AUS	18	1964						1.121	8.403
AUS	18	1965						1.121	8.689
AUS	18	1966						1.121	8.975
AUS	18	1967						1.121	9.287
AUS	18	1968						1.121	9.521
AUS	18	1969						1.121	9.834
AUS	18	1970						1.121	10.172
AUS	18	1971						1.134	10.796
AUS	18	1972						1.193	11.446
AUS	18	1973						1.423	12.487
AUS	18	1974						1.437	14.412
AUS	18	1975						1.310	16.597
AUS	18	1976						1.223	18.809
AUS	18	1977						1.110	21.124
AUS	18	1978						1.145	22.815
AUS	18	1979						1.119	24.896
AUS	18	1980						1.140	27.419
AUS	18	1981						1.149	30.021
AUS	18	1982						1.017	33.429
AUS	18	1983						0.902	36.785
AUS	18	1984						0.880	38.241
AUS	18	1985						0.701	40.817
AUS	18	1986						0.671	44.511
AUS	18	1987						0.701	48.309
AUS	18	1988						0.784	51.795
AUS	18	1989						0.792	55.697
AUS	18	1990						0.781	59.781
AUS	18	1991						0.779	61.681
AUS	18	1992						0.735	62.305
AUS	18	1993						0.680	63.398
AUS	18	1994						0.732	64.646
AUS	18	1995			60	107	"1,833"	0.741	67.638
AUS	18	1996			59	103	"1,974"	0.783	69.407
AUS	18	1997			58	103	"1,969"	0.744	69.563
AUS	18	1998			59	101	"2,088"	0.629	70.161
AUS	18	1999			56	97	"2,203"	0.645	71.202
AUS	18	2000			55	97	"2,241"	0.582	74.376
AUS	18	2001			53	94	"2,276"	0.518	77.653
AUS	18	2002			51	92	"2,306"	0.544	79.969
AUS	18	2003			52	93	"2,302"	0.652	82.154
AUS	18	2004			51	89	"2,343"	0.737	84.079
AUS	18	2005			51	91	"2,558"	0.764	86.342
AUS	18	2006			51	89	"2,520"	0.753	89.412
AUS	18	2007	"3,922"	"3,689"	51	89	"2,620"	0.839	91.493
AUS	18	2008	"4,085"	"3,955"	51	90	"2,848"	0.855	95.473
AUS	18	2009	"4,496"	"4,146"	50	87	"2,915"	0.791	97.164
AUS	18	2010	"4,332"	"4,122"	51	88	"2,738"	0.919	100.000
AUS	18	2011	"4,080"	"4,318"	48	85	"2,839"	1.032	103.304
AUS	18	2012	"3,853"	"3,948"	41	70	"2,782"	1.036	105.125
AUS	18	2013	"3,712"	"3,906"	38	65	"2,546"	0.968	107.700
AUS	18	2014	"3,467"	"3,535"	38	66	"2,553"	0.903	110.380
AUS	18	2015	"4,265"	"4,145"	39	69	"2,560"	0.753	112.045
AUS	18	2016	"3,511"	"3,471"	36	61	"2,406"	0.744	113.476
AUS	18	2017	"3,624"	"3,711"	36	62	"2,393"	0.767	115.687
AUS	18	2018	"3,212"	"3,359"	36	62	"2,288"	0.748	117.898
AUS	19	1950						1.120	4.553
AUS	19	1951						1.121	5.437
AUS	19	1952						1.121	6.374
AUS	19	1953						1.121	6.660
AUS	19	1954						1.121	6.764
AUS	19	1955						1.121	6.868
AUS	19	1956						1.121	7.258
AUS	19	1957						1.121	7.466
AUS	19	1958						1.121	7.518
AUS	19	1959						1.121	7.674
AUS	19	1960						1.121	7.960
AUS	19	1961						1.121	8.143
AUS	19	1962						1.121	8.117
AUS	19	1963						1.121	8.169
AUS	19	1964						1.121	8.403
AUS	19	1965						1.121	8.689
AUS	19	1966						1.121	8.975
AUS	19	1967						1.121	9.287
AUS	19	1968						1.121	9.521
AUS	19	1969						1.121	9.834
AUS	19	1970						1.121	10.172
AUS	19	1971	220	"2,745"	7	13	64	1.134	10.796
AUS	19	1972	241	"2,906"	7	13	68	1.193	11.446
AUS	19	1973	232	"2,782"	7	13	64	1.423	12.487
AUS	19	1974	260	"3,074"	7	12	72	1.437	14.412
AUS	19	1975	258	"2,427"	7	13	72	1.310	16.597
AUS	19	1976	298	"2,173"	7	12	85	1.223	18.809
AUS	19	1977	339	"2,264"	7	13	99	1.110	21.124
AUS	19	1978	367	"2,148"	7	13	110	1.145	22.815
AUS	19	1979	403	"1,831"	7	13	122	1.119	24.896
AUS	19	1980	445	"1,479"	7	13	140	1.140	27.419
AUS	19	1981	434	"1,120"	7	13	139	1.149	30.021
AUS	19	1982	438	"1,049"	8	13	146	1.017	33.429
AUS	19	1983	455	974	7	13	154	0.902	36.785
AUS	19	1984	446	931	7	13	152	0.880	38.241
AUS	19	1985	488	955	7	12	170	0.701	40.817
AUS	19	1986	531	"1,045"	7	13	186	0.671	44.511
AUS	19	1987	556	"1,466"	5	10	199	0.701	48.309
AUS	19	1988	913	"2,387"	6	11	452	0.784	51.795
AUS	19	1989	"1,228"	"3,751"	6	12	458	0.792	55.697
AUS	19	1990	"1,499"	"3,666"	8	15	490	0.781	59.781
AUS	19	1991	"1,564"	"3,380"	9	18	529	0.779	61.681
AUS	19	1992	"1,775"	"3,860"	6	13	560	0.735	62.305
AUS	19	1993	"2,118"	"3,984"	8	17	621	0.680	63.398
AUS	19	1994	"4,306"	"8,303"	6	12	594	0.732	64.646
AUS	19	1995	"1,760"	"4,137"	8	16	573	0.741	67.638
AUS	19	1996	"1,590"	"4,409"	7	16	545	0.783	69.407
AUS	19	1997	"2,483"	"4,332"	7	16	633	0.744	69.563
AUS	19	1998	"2,967"	"4,642"	7	15	698	0.629	70.161
AUS	19	1999	"2,302"	"4,733"	7	15	672	0.645	71.202
AUS	19	2000	"2,810"	"4,895"	7	15	777	0.582	74.376
AUS	19	2001	"3,998"	"5,123"	7	15	910	0.518	77.653
AUS	19	2002	"2,678"	"5,369"	7	14	795	0.544	79.969
AUS	19	2003	"3,838"	"5,474"	7	14	820	0.652	82.154
AUS	19	2004	"3,999"	"5,165"	6	14	951	0.737	84.079
AUS	19	2005	"4,728"	"5,238"	7	14	991	0.764	86.342
AUS	19	2006	"4,886"	"4,062"	7	14	980	0.753	89.412
AUS	19	2007	"4,668"	"3,983"	7	14	984	0.839	91.493
AUS	19	2008	"4,271"	"2,954"	7	14	"1,086"	0.855	95.473
AUS	19	2009	"1,035"	786	6	13	839	0.791	97.164
AUS	19	2010	"1,701"	"1,469"	6	13	792	0.919	100.000
AUS	19	2011	"1,830"	"1,468"	6	13	924	1.032	103.304
AUS	19	2012	"1,844"	"1,327"	6	14	"1,234"	1.036	105.125
AUS	19	2013	"1,183"	867	6	13	"1,161"	0.968	107.700
AUS	19	2014	"1,794"	"1,237"	6	13	"1,224"	0.903	110.380
AUS	19	2015	"1,128"	946	5	10	"1,217"	0.753	112.045
AUS	19	2016	"1,539"	"1,659"	5	10	"1,280"	0.744	113.476
AUS	19	2017	"2,016"	"2,065"	6	14	"1,451"	0.767	115.687
AUS	19	2018	"2,057"	"1,843"	6	13	"1,616"	0.748	117.898
AUS	20-21	1950						1.120	4.553
AUS	20-21	1951						1.121	5.437
AUS	20-21	1952						1.121	6.374
AUS	20-21	1953						1.121	6.660
AUS	20-21	1954						1.121	6.764
AUS	20-21	1955						1.121	6.868
AUS	20-21	1956						1.121	7.258
AUS	20-21	1957						1.121	7.466
AUS	20-21	1958						1.121	7.518
AUS	20-21	1959						1.121	7.674
AUS	20-21	1960						1.121	7.960
AUS	20-21	1961						1.121	8.143
AUS	20-21	1962						1.121	8.117
AUS	20-21	1963						1.121	8.169
AUS	20-21	1964						1.121	8.403
AUS	20-21	1965						1.121	8.689
AUS	20-21	1966						1.121	8.975
AUS	20-21	1967						1.121	9.287
AUS	20-21	1968						1.121	9.521
AUS	20-21	1969						1.121	9.834
AUS	20-21	1970						1.121	10.172
AUS	20-21	1971	403	"3,870"	60	107	435	1.134	10.796
AUS	20-21	1972	433	"3,974"	60	107	427	1.193	11.446
AUS	20-21	1973	490	"4,344"	59	106	417	1.423	12.487
AUS	20-21	1974	568	"4,806"	61	110	461	1.437	14.412
AUS	20-21	1975	635	"4,180"	57	103	591	1.310	16.597
AUS	20-21	1976	773	"4,485"	55	98	680	1.223	18.809
AUS	20-21	1977	912	"4,948"	54	97	768	1.110	21.124
AUS	20-21	1978	"1,016"	"5,125"	55	99	841	1.145	22.815
AUS	20-21	1979	"1,140"	"5,589"	55	99	893	1.119	24.896
AUS	20-21	1980	"1,168"	"5,620"	54	96	"1,008"	1.140	27.419
AUS	20-21	1981	"1,490"	"5,998"	53	95	"1,165"	1.149	30.021
AUS	20-21	1982	"1,701"	"6,317"	53	96	"1,354"	1.017	33.429
AUS	20-21	1983	"1,770"	"6,020"	52	92	"1,507"	0.902	36.785
AUS	20-21	1984	"2,068"	"6,356"	49	88	"1,645"	0.880	38.241
AUS	20-21	1985	"2,264"	"6,515"	49	87	"1,761"	0.701	40.817
AUS	20-21	1986	"2,469"	"6,396"	53	94	"1,849"	0.671	44.511
AUS	20-21	1987	"2,588"	"6,491"	50	93	"1,898"	0.701	48.309
